Order ID,Order Date,Completion Date,Required Accuracy,Price,Required Model Type,Customer ID,Employee ID,Model ID
S220269,2022-11-02,2022-11-16,64.21,210,logR,c0039,e00008,m0044
S231113,2023-02-12,2023-08-30,53.62,473,NN,c0014,e00014,m0035
S210589,2021-08-25,2021-11-04,56.3,167,SVM,c0009,e00013,m0027
S210111,2021-06-23,2021-09-13,60.74,214,NB,c0027,e00017,m0052
S230634,2023-12-24,2023-12-25,56.85,418,NN,c0059,e00015,m0065
S210092,2021-12-24,2021-12-29,54.51,138,NB,c0066,e00009,m0015
S230870,2023-05-28,2023-07-04,74.17,623,NN,c0026,e00016,m0016
S210732,2021-03-29,2021-07-12,57.35,175,SVM,c0017,e00010,m0041
S220958,2022-04-12,2022-10-10,68.45,310,NB,c0011,e00020,m0067
S210831,2021-07-09,2021-07-10,56.31,149,NN,c0022,e00022,m0016
S220651,2022-12-02,2022-12-30,71.4,470,NB,c0033,e00016,m0029
S210544,2021-09-21,2021-09-25,51.75,227,RF,c0044,e00006,m0070
S230056,2023-05-10,2023-12-25,52.09,577,LR,c0068,e00010,m0009
S230675,2023-07-30,2023-12-25,73.43,428,SVM,c0016,e00016,m0063
S221026,2022-06-01,2022-10-03,53.9,486,NN,c0014,e00014,m0008
S220988,2022-06-23,2022-11-27,63.68,401,DT,c0019,e00020,m0026
S220179,2022-09-25,2022-10-14,60.09,231,LR,c0032,e00003,m0037
S220778,2022-02-12,2022-11-07,62.32,282,DT,c0068,e00016,m0011
S220170,2022-04-17,2022-07-26,69.15,353,NN,c0040,e00020,m0002
S220473,2022-10-10,2022-12-12,74.9,413,NB,c0044,e00014,m0052
S210641,2021-09-24,2021-12-30,68.24,276,DT,c0036,e00001,m0005
S220220,2022-07-11,2022-10-27,51.74,491,NN,c0031,e00018,m0035
S230724,2023-10-13,2023-11-23,51.67,585,NN,c0014,e00014,m0002
S231074,2023-03-19,2023-06-04,52.04,441,NN,c0014,e00014,m0073
S210378,2021-11-25,2021-12-16,69.97,177,RF,c0020,e00020,m0070
S210053,2021-04-07,2021-11-05,69.51,200,SVM,c0066,e00015,m0063
S230468,2023-01-05,2023-01-25,66.48,659,NN,c0061,e00020,m0073
S210066,2021-09-20,2021-12-13,72.37,113,DT,c0023,e00014,m0005
S231053,2023-03-31,2023-11-14,62.42,667,SVM,c0041,e00019,m0063
S230258,2023-08-05,2023-08-22,62.69,670,LR,c0057,e00016,m0045
S220198,2022-02-15,2022-12-11,51.03,456,logR,c0019,e00008,m0014
S210469,2021-10-01,2021-11-14,58.01,174,RF,c0020,e00020,m0020
S231307,2023-02-14,2023-05-29,61.86,528,NN,c0028,e00006,m0043
S210453,2021-06-08,2021-12-21,57.84,192,NB,c0057,e00021,m0015
S230714,2023-03-25,2023-07-09,75.16,621,LR,c0053,e00009,m0075
S220411,2022-07-11,2022-08-18,60.33,436,RF,c0020,e00020,m0020
S231376,2023-03-10,2023-06-26,76.89,617,NB,c0008,e00004,m0040
S231144,2023-01-16,2023-02-22,53.45,501,NN,c0014,e00014,m0016
S220996,2022-11-26,2022-12-21,77.44,244,DT,c0061,e00015,m0069
S220683,2022-04-12,2022-10-22,72.54,494,NN,c0014,e00014,m0023
S230685,2023-11-05,2023-11-14,64.62,653,NN,c0072,e00004,m0002
S220454,2022-07-16,2022-09-09,67.19,394,LR,c0071,e00015,m0045
S230140,2023-03-03,2023-12-27,57.62,647,SVM,c0072,e00012,m0003
S231067,2023-03-25,2023-03-27,69.79,685,DT,c0011,e00014,m0026
S230825,2023-09-12,2023-11-30,65.36,632,SVM,c0003,e00017,m0048
S230432,2023-02-03,2023-02-24,77.32,499,logR,c0016,e00013,m0014
S230787,2023-03-11,2023-11-01,59.69,475,NN,c0014,e00014,m0065
S230826,2023-10-04,2023-10-26,52.92,475,SVM,c0040,e00019,m0048
S230497,2023-09-29,2023-11-21,50.76,447,NN,c0056,e00005,m0073
S220026,2022-08-31,2022-11-06,71.76,359,kNN,c0025,e00008,m0010
S230168,2023-11-10,2023-11-11,58.84,643,NN,c0014,e00014,m0050
S230698,2023-11-29,2023-12-10,77.41,628,kNN,c0036,e00005,m0010
S221029,2022-03-15,2022-12-25,74.8,367,NN,c0001,e00010,m0065
S220763,2022-01-09,2022-11-08,71.47,496,NN,c0014,e00014,m0035
S230506,2023-02-05,2023-06-09,53.35,542,NN,c0014,e00014,m0058
S210435,2021-04-12,2021-06-05,57.24,247,NB,c0062,e00020,m0067
S230484,2023-12-26,2023-12-31,77.81,591,NN,c0061,e00004,m0016
S230461,2023-03-05,2023-10-18,69.7,507,NB,c0010,e00010,m0078
S230811,2023-01-26,2023-04-25,73.6,492,NN,c0002,e00004,m0058
S220890,2022-11-23,2022-12-24,52.92,217,logR,c0040,e00022,m0028
S210267,2021-01-05,2021-01-20,61.85,281,DT,c0018,e00003,m0061
S210150,2021-04-23,2021-08-02,53.14,258,SVM,c0018,e00020,m0003
S230992,2023-06-15,2023-11-01,57.33,680,NN,c0071,e00020,m0050
S220603,2022-08-18,2022-10-14,65.63,419,RF,c0020,e00020,m0032
S220088,2022-12-24,2022-12-25,77.76,370,NN,c0013,e00001,m0050
S231238,2023-08-15,2023-09-24,66.14,536,NN,c0068,e00020,m0016
S220507,2022-04-06,2022-04-26,56.37,342,logR,c0062,e00016,m0074
S230185,2023-12-17,2023-12-20,64.33,690,NN,c0044,e00017,m0035
S220463,2022-04-17,2022-11-20,58.0,404,NB,c0049,e00008,m0029
S230660,2023-07-15,2023-08-03,62.16,507,NN,c0020,e00016,m0008
S230838,2023-08-07,2023-11-10,68.76,462,NN,c0005,e00019,m0008
S220921,2022-02-11,2022-12-10,77.82,417,LR,c0037,e00015,m0009
S210880,2021-11-12,2021-12-18,51.32,154,LR,c0003,e00016,m0045
S210143,2021-05-09,2021-12-07,53.59,249,NN,c0014,e00014,m0002
S231089,2023-08-15,2023-12-10,73.75,651,logR,c0058,e00015,m0044
S210522,2021-05-25,2021-06-02,75.08,124,NN,c0014,e00014,m0035
S231285,2023-08-13,2023-12-09,74.27,624,NN,c0067,e00003,m0065
S230677,2023-06-11,2023-12-17,74.06,642,NN,c0014,e00014,m0035
S230050,2023-01-17,2023-07-18,77.52,565,DT,c0053,e00014,m0031
S220809,2022-05-13,2022-08-07,59.97,429,SVM,c0040,e00006,m0063
S220530,2022-04-16,2022-06-03,56.0,218,DT,c0023,e00018,m0061
S210770,2021-08-24,2021-12-15,62.42,235,DT,c0050,e00009,m0018
S231058,2023-08-18,2023-09-23,68.42,458,kNN,c0065,e00022,m0080
S210402,2021-04-19,2021-07-03,56.25,248,NB,c0046,e00002,m0015
S230266,2023-09-10,2023-12-08,62.48,449,NN,c0062,e00003,m0002
S230710,2023-07-13,2023-12-27,60.62,695,RF,c0020,e00020,m0062
S210132,2021-11-04,2021-12-14,69.91,197,NB,c0035,e00021,m0078
S220745,2022-04-03,2022-06-18,60.72,294,kNN,c0012,e00005,m0024
S231060,2023-02-12,2023-11-30,77.46,554,NB,c0008,e00009,m0029
S220378,2022-10-18,2022-11-11,67.29,458,NB,c0013,e00018,m0040
S230401,2023-12-14,2023-12-22,59.19,685,logR,c0023,e00013,m0074
S220505,2022-03-19,2022-12-02,56.86,493,logR,c0014,e00012,m0022
S230863,2023-02-11,2023-03-13,56.29,414,LR,c0053,e00004,m0037
S231444,2023-03-02,2023-12-06,54.83,414,NB,c0011,e00006,m0040
S220848,2022-07-19,2022-12-20,59.73,488,logR,c0066,e00009,m0028
S210015,2021-03-30,2021-07-13,58.14,282,NN,c0014,e00014,m0081
S221014,2022-09-04,2022-09-20,50.29,305,NN,c0014,e00014,m0008
S230960,2023-11-09,2023-12-25,61.73,618,NN,c0020,e00012,m0035
S220337,2022-10-26,2022-12-07,74.89,400,SVM,c0008,e00005,m0027
S221028,2022-09-09,2022-10-19,51.59,479,NN,c0029,e00013,m0081
S221036,2022-11-27,2022-12-09,77.54,283,logR,c0034,e00011,m0059
S220078,2022-01-11,2022-01-23,53.73,391,NN,c0014,e00014,m0081
S210083,2021-01-24,2021-08-05,54.25,295,NN,c0048,e00011,m0016
S230937,2023-03-04,2023-10-13,54.47,590,NN,c0008,e00018,m0058
S231411,2023-05-14,2023-06-18,53.15,592,NN,c0046,e00004,m0081
S220017,2022-11-10,2022-11-15,75.51,387,kNN,c0049,e00004,m0057
S220414,2022-09-19,2022-12-25,51.3,292,NN,c0011,e00020,m0043
S210744,2021-02-13,2021-05-17,62.96,237,SVM,c0016,e00016,m0003
S231338,2023-11-06,2023-12-09,72.46,557,logR,c0056,e00002,m0082
S210488,2021-02-19,2021-03-13,75.71,280,RF,c0020,e00020,m0001
S230141,2023-08-02,2023-12-04,61.42,524,NN,c0014,e00014,m0016
S231420,2023-11-30,2023-12-05,59.68,547,NN,c0050,e00013,m0016
S230391,2023-12-06,2023-12-30,69.56,479,NN,c0029,e00002,m0016
S230913,2023-01-04,2023-11-03,59.22,504,NN,c0044,e00022,m0043
S230117,2023-03-12,2023-12-01,73.25,423,NB,c0006,e00017,m0040
S220226,2022-08-05,2022-10-18,77.71,300,logR,c0007,e00004,m0066
S230734,2023-10-24,2023-12-29,62.99,588,SVM,c0021,e00010,m0056
S220172,2022-02-01,2022-08-06,74.59,331,NN,c0035,e00014,m0023
S210209,2021-05-03,2021-10-25,72.45,297,SVM,c0016,e00016,m0021
S210670,2021-12-28,2021-12-29,62.45,281,logR,c0069,e00005,m0044
S210596,2021-12-10,2021-12-15,75.3,181,logR,c0053,e00019,m0036
S220813,2022-07-30,2022-08-28,61.94,468,DT,c0061,e00010,m0038
S230387,2023-07-08,2023-10-01,58.87,652,NN,c0042,e00012,m0035
S220062,2022-11-03,2022-11-12,78.0,388,SVM,c0068,e00009,m0048
S221100,2022-05-12,2022-09-18,56.66,368,kNN,c0053,e00006,m0004
S220682,2022-04-02,2022-05-01,62.52,391,DT,c0064,e00006,m0011
S230305,2023-11-14,2023-12-31,50.55,436,kNN,c0069,e00009,m0024
S210790,2021-11-25,2021-12-31,58.97,231,RF,c0012,e00003,m0032
S210550,2021-08-26,2021-11-11,51.05,251,RF,c0020,e00020,m0039
S210410,2021-08-23,2021-11-09,56.63,173,SVM,c0004,e00013,m0079
S210298,2021-10-13,2021-10-26,51.47,252,kNN,c0021,e00015,m0064
S221056,2022-05-17,2022-07-19,59.47,394,DT,c0063,e00008,m0005
S231210,2023-06-12,2023-12-03,65.72,427,LR,c0023,e00018,m0068
S220674,2022-12-05,2022-12-28,50.62,307,LR,c0062,e00007,m0045
S231235,2023-03-18,2023-05-13,54.78,449,LR,c0019,e00014,m0075
S220551,2022-10-13,2022-12-16,72.27,263,NN,c0014,e00014,m0050
S230542,2023-07-29,2023-11-05,59.37,528,RF,c0020,e00020,m0070
S230026,2023-07-05,2023-12-27,62.45,695,NB,c0049,e00003,m0067
S230666,2023-09-30,2023-10-17,63.26,424,LR,c0066,e00003,m0009
S210700,2021-10-14,2021-11-16,76.38,154,RF,c0020,e00020,m0001
S230196,2023-06-25,2023-09-28,55.05,559,NN,c0014,e00014,m0058
S230421,2023-03-10,2023-05-12,63.7,591,NN,c0014,e00014,m0073
S221090,2022-03-03,2022-10-08,52.21,411,RF,c0020,e00020,m0013
S220759,2022-11-23,2022-11-26,65.07,252,RF,c0035,e00010,m0013
S220335,2022-04-04,2022-11-12,77.68,393,NN,c0022,e00012,m0035
S230716,2023-05-10,2023-07-15,61.71,535,NN,c0014,e00014,m0050
S231013,2023-11-05,2023-12-13,59.43,428,SVM,c0050,e00012,m0027
S220388,2022-07-25,2022-08-26,56.44,320,SVM,c0016,e00016,m0033
S220999,2022-09-08,2022-12-14,59.36,317,kNN,c0071,e00020,m0057
S231335,2023-05-24,2023-09-28,55.18,538,NN,c0014,e00014,m0002
S220971,2022-03-17,2022-10-09,72.51,456,kNN,c0009,e00015,m0080
S230228,2023-03-17,2023-05-17,54.13,695,logR,c0072,e00010,m0014
S230416,2023-08-02,2023-12-14,66.91,457,RF,c0030,e00020,m0020
S231185,2023-05-13,2023-09-22,77.07,671,NN,c0069,e00001,m0008
S231045,2023-08-23,2023-11-09,52.18,572,NN,c0050,e00019,m0073
S230756,2023-02-17,2023-10-04,67.45,588,NN,c0041,e00017,m0043
S210103,2021-11-25,2021-12-08,68.01,280,NB,c0050,e00016,m0015
S230378,2023-04-21,2023-06-06,62.62,684,SVM,c0056,e00013,m0027
S220673,2022-09-19,2022-12-20,76.47,226,RF,c0020,e00020,m0039
S210551,2021-05-25,2021-08-15,73.03,213,logR,c0002,e00013,m0082
S230875,2023-01-13,2023-07-28,72.6,698,NN,c0014,e00014,m0058
S230642,2023-07-07,2023-10-09,64.57,532,NN,c0070,e00004,m0050
S210013,2021-09-21,2021-10-21,56.79,249,NN,c0045,e00001,m0065
S230136,2023-01-19,2023-04-25,73.84,661,NN,c0023,e00015,m0058
S230309,2023-12-22,2023-12-26,53.22,646,NN,c0014,e00014,m0008
S210706,2021-09-21,2021-12-24,76.51,259,LR,c0030,e00012,m0030
S210223,2021-07-25,2021-12-16,56.61,186,DT,c0068xxxxxxxx,e00016,m0005
S220325,2022-08-25,2022-09-14,64.76,389,NN,c0057,e00021,m0023
S221030,2022-12-23,2022-12-24,77.95,345,NB,c0039,e00014,m0052
S230231,2023-08-07,2023-08-08,74.4,579,NN,c0059,e00004,m0016
S220493,2022-10-26,2022-12-18,58.98,303,NB,c0019,e00011,m0015
S210129,2021-01-20,2021-11-21,53.51,206,NB,c0046,e00004,m0040
S230651,2023-11-02,2023-11-17,61.22,603,NB,c0002,e00016,m0052
S230686,2023-08-25,2023-11-11,51.41,560,NN,c0042,e00011,m0043
S220192,2022-09-02,2022-09-02,60.89,234,SVM,c0016,e00016,m0071
S220970,2022-03-29,2022-07-14,61.38,465,NB,c0052,e00010,m0029
S231414,2023-01-28,2023-03-17,50.3,573,NN,c0029,e00019,m0081
S220686,2022-07-12,2022-09-10,62.32,260,NN,c0014,e00014,m0008
S210701,2021-07-26,2021-12-20,70.27,228,NN,c0043,e00010,m0002
S220556,2022-09-11,2022-11-30,77.77,450,DT,c0037,e00004,m0054
S230652,2023-08-22,2023-10-27,55.62,546,NB,c0022,e00017,m0040
S230362,2023-10-16,2023-11-11,71.49,508,SVM,c0016,e00016,m0063
S231333,2023-06-07,2023-10-10,66.61,519,RF,c0030,e00009,m0070
S210243,2021-05-06,2021-10-29,60.43,156,SVM,c0016,e00016,m0056
S220424,2022-10-26,2022-12-08,77.08,298,kNN,c0011,e00010,m0042
S210737,2021-08-22,2021-09-25,53.31,216,NN,c0048,e00016,m0073
S230785,2023-04-26,2023-06-21,70.0,519,LR,c0054,e00005,m0075
S210484,2021-11-10,2021-11-18,50.82,140,NN,c0001,e00002,m0081
S210158,2021-01-10,2021-11-05,55.9,133,DT,c0025,e00011,m0011
S210456,2021-08-04,2021-09-05,67.21,168,logR,c0065,e00006,m0074
S220383,2022-10-18,2022-11-20,68.74,411,NN,c0014,e00014,m0058
S230198,2023-07-25,2023-10-03,65.99,566,NN,c0017,e00013,m0073
S210760,2021-06-27,2021-07-17,73.59,219,SVM,c0013,e00001,m0041
S220131,2022-08-23,2022-11-19,55.52,436,SVM,c0067,e00021,m0041
S220333,2022-04-07,2022-08-13,59.06,470,LR,c0028,e00011,m0030
S220514,2022-07-24,2022-10-02,68.66,209,SVM,c0016,e00016,m0079
S230492,2023-10-22,2023-12-27,69.37,423,NN,c0014,e00014,m0043
S210268,2021-08-01,2021-08-12,63.03,200,SVM,c0016,e00016,m0021
S220978,2022-08-06,2022-10-05,52.25,395,NN,c0038,e00020,m0035
S210030,2021-02-24,2021-07-06,61.33,213,NN,c0015,e00019,m0002
S231436,2023-08-06,2023-11-10,61.6,459,kNN,c0053,e00004,m0042
S210876,2021-11-20,2021-12-14,74.75,268,RF,c0020,e00020,m0032
S230850,2023-12-19,2023-12-30,77.97,685,NN,c0005,e00005,m0035
S210445,2021-12-11,2021-12-27,77.91,112,RF,c0020,e00020,m0006
S220579,2022-09-14,2022-10-31,55.61,408,NN,c0058,e00001,m0081
S220676,2022-02-14,2022-10-18,51.45,415,NN,c0014,e00014,m0081
S230054,2023-02-07,2023-05-09,52.61,578,DT,c0060,e00022,m0011
S220817,2022-09-12,2022-11-21,73.06,282,SVM,c0014,e00019,m0079
S231341,2023-04-23,2023-05-30,52.01,623,NN,c0034,e00016,m0073
S220070,2022-04-11,2022-05-15,61.55,371,LR,c0022,e00007,m0053
S220549,2022-05-10,2022-09-06,71.42,370,kNN,c0040,e00007,m0049
S231142,2023-11-27,2023-12-21,70.02,559,NN,c0014,e00014,m0043
S220515,2022-06-09,2022-12-07,58.39,317,RF,c0069,e00002,m0020
S230262,2023-06-19,2023-07-06,56.24,606,DT,c0004,e00009,m0069
S220705,2022-01-01,2022-06-05,74.9,236,NN,c0014,e00014,m0081
S210725,2021-05-01,2021-05-03,70.94,231,RF,c0015,e00016,m0006
S210383,2021-08-20,2021-08-26,71.96,150,NB,c0060,e00004,m0067
S230729,2023-06-29,2023-08-11,60.41,665,RF,c0058,e00005,m0001
S220857,2022-07-11,2022-09-06,70.25,455,NN,c0031,e00004,m0058
S230402,2023-12-27,2023-12-30,66.7,685,LR,c0018,e00007,m0045
S210738,2021-06-10,2021-08-04,66.45,289,kNN,c0065,e00005,m0019
S210369,2021-07-17,2021-11-26,55.85,292,NB,c0007,e00014,m0029
S210707,2021-12-20,2021-12-31,52.55,235,NB,c0045,e00009,m0067
S230238,2023-07-17,2023-08-07,64.48,480,RF,c0020,e00020,m0077
S231022,2023-06-26,2023-10-27,50.12,423,NB,c0072,e00020,m0078
S220799,2022-07-03,2022-10-17,51.81,332,kNN,c0019,e00003,m0034
S220777,2022-11-24,2022-11-27,50.4,252,NN,c0014,e00014,m0073
S210757,2021-02-11,2021-04-21,75.65,151,SVM,c0058,e00005,m0033
S220011,2022-11-25,2022-12-26,77.67,227,kNN,c0022,e00015,m0004
S231231,2023-05-23,2023-12-01,75.33,684,NN,c0031,e00004,m0023
S220855,2022-11-26,2022-11-26,52.64,489,DT,c0007,e00013,m0005
S220106,2022-05-22,2022-10-27,68.63,385,SVM,c0064,e00019,m0027
S210420,2021-04-23,2021-08-23,76.12,205,RF,c0007,e00009,m0077
S230829,2023-01-13,2023-10-04,51.38,688,NB,c0023,e00009,m0067
S220410,2022-10-03,2022-12-31,76.88,390,NN,c0014,e00014,m0043
S210622,2021-08-26,2021-12-21,59.69,119,DT,c0012,e00020,m0046
S210787,2021-03-03,2021-04-11,54.74,183,logR,c0024,e00002,m0082
S220652,2022-04-20,2022-05-23,76.62,283,LR,c0007,e00009,m0060
S230980,2023-02-28,2023-10-13,59.53,403,NN,c0057,e00017,m0008
S220974,2022-02-01,2022-11-20,69.66,235,NN,c0045,e00009,m0050
S230179,2023-04-26,2023-09-13,70.55,535,DT,c0006,e00011,m0026
S230807,2023-11-15,2023-12-12,67.13,532,NB,c0020,e00015,m0015
S220766,2022-08-05,2022-08-13,72.21,386,DT,c0036,e00022,m0069
S230160,2023-01-22,2023-06-10,53.02,630,NN,c0060,e00013,m0002
S210232,2021-02-08,2021-04-09,51.27,214,DT,c0064,e00022,m0005
S230242,2023-04-08,2023-09-10,69.52,402,NN,c0014,e00014,m0016
S220288,2022-07-06,2022-08-28,76.74,346,NN,c0027,e00018,m0002
S220619,2022-02-23,2022-11-14,61.86,358,logR,c0004,e00018,m0014
S210556,2021-12-25,2021-12-27,76.91,200,NB,c0019,e00010,m0015
S231289,2023-10-17,2023-12-13,59.99,436,LR,c0006,e00013,m0053
S210308,2021-08-16,2021-10-04,70.58,156,RF,c0007,e00006,m0001
S220672,2022-09-21,2022-10-11,64.65,457,DT,c0054,e00004,m0011
S230526,2023-11-24,2023-11-30,58.39,512,kNN,c0039,e00017,m0057
S231309,2023-09-22,2023-10-15,64.14,538,NN,c0057,e00018,m0016
S230812,2023-08-27,2023-11-30,56.75,481,NN,c0014,e00014,m0073
S230490,2023-01-01,2023-09-08,54.1,583,NN,c0044,e00011,m0023
S220384,2022-02-24,2022-07-05,76.97,418,logR,c0034,e00011,m0007
S210601,2021-12-16,2021-12-25,53.75,174,NB,c0071,e00012,m0040
S210302,2021-01-04,2021-07-13,52.13,264,kNN,c0002,e00012,m0024
S231352,2023-10-01,2023-12-18,65.11,403,RF,c0020,e00020,m0039
S231250,2023-07-27,2023-10-18,71.36,640,logR,c0061,e00010,m0059
S230345,2023-11-18,2023-11-27,75.92,564,NN,c0042,e00017,m0043
S220323,2022-12-04,2022-12-25,64.43,365,RF,c0025,e00016,m0070
S210332,2021-12-06,2021-12-25,58.14,142,SVM,c0071,e00015,m0033
S231438,2023-10-31,2023-12-21,71.23,419,NN,c0011,e00004,m0002
S220601,2022-05-29,2022-09-06,76.07,477,kNN,c0007,e00010,m0019
S231391,2023-11-24,2023-12-01,66.71,433,DT,c0017,e00004,m0005
S230195,2023-07-03,2023-08-27,57.81,658,NN,c0035,e00019,m0050
S230294,2023-11-12,2023-11-29,66.54,424,logR,c0018,e00003,m0044
S210275,2021-09-01,2021-09-29,61.16,241,kNN,c0042,e00016,m0019
S210548,2021-05-18,2021-11-25,73.35,286,logR,c0031,e00006,m0082
S220060,2022-03-12,2022-06-09,58.73,425,SVM,c0064,e00002,m0071
S220108,2022-07-27,2022-10-17,76.08,364,NN,c0014,e00014,m0081
S210776,2021-03-30,2021-05-12,58.29,183,SVM,c0047,e00010,m0079
S230553,2023-11-04,2023-11-05,74.42,627,logR,c0005,e00002,m0044
S210479,2021-01-31,2021-10-14,69.45,255,kNN,c0015,e00019,m0024
S221091,2022-12-23,2022-12-31,58.38,392,NB,c0046,e00003,m0067
S220221,2022-09-07,2022-11-15,58.19,263,NN,c0014,e00014,m0065
S220250,2022-06-04,2022-10-05,54.03,234,NN,c0017,e00012,m0081
S230910,2023-02-16,2023-02-25,50.07,575,NN,c0014,e00014,m0050
S230163,2023-07-20,2023-11-17,63.72,474,kNN,c0072,e00011,m0019
S220436,2022-05-11,2022-05-31,65.76,349,RF,c0051,e00006,m0070
S210603,2021-03-23,2021-06-09,73.21,180,NB,c0015,e00001,m0052
S230126,2023-10-06,2023-11-28,61.4,623,NN,c0042,e00002,m0050
S231304,2023-03-27,2023-10-02,55.51,425,SVM,c0071,e00017,m0041
S210643,2021-05-30,2021-07-07,60.49,139,SVM,c0028,e00008,m0012
S230577,2023-08-19,2023-11-20,56.07,408,NN,c0020,e00017,m0043
S230758,2023-07-26,2023-12-01,65.17,474,DT,c0056,e00019,m0031
S220214,2022-09-16,2022-10-26,70.7,229,NB,c0021,e00013,m0040
S210093,2021-09-20,2021-12-16,60.93,132,kNN,c0010,e00002,m0072
S210136,2021-04-12,2021-08-04,68.98,297,logR,c0025,e00014,m0044
S230360,2023-03-18,2023-03-27,69.89,501,LR,c0045,e00017,m0017
S231159,2023-08-18,2023-11-30,54.18,568,DT,c0062,e00007,m0018
S221003,2022-11-03,2022-12-09,59.81,438,RF,c0054,e00009,m0013
S230570,2023-06-29,2023-08-07,64.16,466,NB,c0009,e00020,m0067
S230768,2023-08-27,2023-10-31,74.12,512,NN,c0014,e00014,m0002
S220076,2022-04-20,2022-05-18,77.53,453,SVM,c0016,e00016,m0033
S231258,2023-06-28,2023-07-15,52.55,685,NN,c0072,e00016,m0008
S220852,2022-04-13,2022-09-12,72.04,467,NN,c0060,e00019,m0050
S220054,2022-09-16,2022-11-20,69.61,237,NN,c0056,e00013,m0058
S230737,2023-08-03,2023-09-23,57.97,463,NN,c0027,e00017,m0002
S230208,2023-12-25,2023-12-27,64.79,455,NN,c0031,e00015,m0008
S220421,2022-11-24,2022-12-14,65.5,219,LR,c0037,e00016,m0053
S220747,2022-10-22,2022-11-15,72.8,478,NB,c0010,e00007,m0040
S220800,2022-08-07,2022-10-06,54.74,337,SVM,c0043,e00010,m0063
S231195,2023-09-05,2023-10-12,64.23,668,LR,c0001,e00020,m0053
S220300,2022-04-20,2022-07-11,77.24,352,NN,c0014,e00014,m0043
S231347,2023-04-28,2023-07-20,57.32,448,kNN,c0008,e00013,m0042
S210680,2021-02-03,2021-08-09,75.32,266,SVM,c0016,e00016,m0079
S230945,2023-08-22,2023-11-16,62.69,480,NN,c0046,e00015,m0016
S220830,2022-11-06,2022-12-09,52.27,419,logR,c0062,e00012,m0028
S220160,2022-04-19,2022-06-24,66.11,295,LR,c0009,e00003,m0053
S231204,2023-12-11,2023-12-23,51.42,439,NN,c0014,e00014,m0081
S231174,2023-08-10,2023-10-31,60.26,420,kNN,c0066,e00007,m0049
S230014,2023-07-02,2023-10-15,74.71,411,DT,c0055,e00019,m0031
S220474,2022-02-11,2022-12-16,77.67,398,kNN,c0065,e00015,m0049
S221062,2022-05-12,2022-06-07,64.2,332,kNN,c0062,e00016,m0064
S220083,2022-01-01,2022-03-24,59.61,362,NN,c0014,e00014,m0058
S230996,2023-02-26,2023-05-26,51.15,444,NN,c0033,e00021,m0073
S230543,2023-06-18,2023-09-05,65.38,424,NN,c0064,e00017,m0050
S221078,2022-12-13,2022-12-25,50.18,492,NN,c0028,e00008,m0023
S221024,2022-10-26,2022-11-30,51.81,209,NN,c0014,e00014,m0043
S230747,2023-06-29,2023-09-28,54.96,446,LR,c0019,e00011,m0045
S210299,2021-01-15,2021-03-10,69.85,250,NN,c0014,e00014,m0050
S230474,2023-12-29,2023-12-31,64.98,623,NN,c0014,e00014,m0035
S220638,2022-03-09,2022-04-24,62.99,399,DT,c0007,e00016,m0069
S220162,2022-12-05,2022-12-25,50.17,207,NN,c0014,e00014,m0081
S231350,2023-11-13,2023-12-12,50.26,419,NN,c0014,e00014,m0073
S231219,2023-10-06,2023-10-10,73.68,593,NN,c0010,e00004,m0023
S230532,2023-03-11,2023-07-18,71.02,462,logR,c0001,e00014,m0059
S230899,2023-12-10,2023-12-10,70.99,404,LR,c0025,e00020,m0068
S230035,2023-10-22,2023-12-31,71.84,606,NN,c0010,e00011,m0081
S210149,2021-07-20,2021-11-30,55.99,255,SVM,c0016,e00016,m0012
S210717,2021-08-09,2021-08-19,62.24,269,LR,c0067,e00020,m0030
S220726,2022-04-19,2022-06-19,76.46,375,SVM,c0053,e00018,m0041
S230873,2023-02-10,2023-04-11,57.99,663,NN,c0014,e00014,m0073
S221108,2022-02-24,2022-03-23,70.43,442,logR,c0008,e00021,m0059
S231316,2023-08-14,2023-10-06,55.27,648,NN,c0014,e00014,m0008
S210648,2021-12-25,2021-12-29,73.14,183,RF,c0006,e00021,m0077
S231330,2023-05-28,2023-12-04,74.94,641,NN,c0014,e00014,m0043
S220059,2022-08-18,2022-09-22,74.63,453,NB,c0025,e00007,m0078
S220751,2022-02-09,2022-07-16,71.39,439,NN,c0065,e00022,m0035
S220406,2022-01-06,2022-07-29,77.49,289,DT,c0011,e00011,m0054
S220943,2022-10-24,2022-12-01,77.86,283,logR,c0063,e00004,m0028
S210592,2021-12-05,2021-12-24,76.39,191,DT,c0028,e00018,m0011
S210599,2021-04-26,2021-08-24,60.02,271,LR,c0067,e00001,m0053
S230927,2023-08-13,2023-09-17,57.25,645,RF,c0052,e00011,m0062
S220216,2022-08-08,2022-08-19,61.14,213,NN,c0014,e00014,m0023
S230487,2023-03-04,2023-07-15,61.19,505,RF,c0020,e00020,m0077
S230235,2023-02-28,2023-05-10,63.1,404,NN,c0029,e00007,m0002
S220228,2022-06-01,2022-10-18,61.5,214,logR,c0043,e00007,m0022
S210327,2021-05-11,2021-10-03,69.74,245,SVM,c0016,e00016,m0056
S230125,2023-08-29,2023-12-12,58.43,440,NN,c0014,e00014,m0058
S230655,2023-12-04,2023-12-23,66.59,413,SVM,c0016,e00016,m0048
S210206,2021-06-16,2021-12-24,57.87,127,SVM,c0025,e00001,m0048
