Order ID,Customer ID,Employee ID,Required Model Type,Required Accuracy,Order Date,Completion Date,Model ID,Price
S220388,c0016,e00016,SVM,56.44,2022/07/25,2022/08/26,m0033,320
S220999,c0071,e00020,kNN,59.36,2022/09/08,2022/12/14,m0057,317
S231335,c0014,e00014,NN,55.18,2023/05/24,2023/09/28,m0002,538
S220971,c0009,e00015,kNN,72.51,2022/03/17,2022/10/09,m0080,456
S230228,c0072,e00010,logR,54.13,2023/03/17,2023/05/17,m0014,695
S230416,c0030,e00020,RF,66.91,2023/08/02,2023/12/14,m0020,457
S231185,c0069,e00001,NN,77.07,2023/05/13,2023/09/22,m0008,671
S231045,c0050,e00019,NN,52.18,2023/08/23,2023/11/09,m0073,572
S230756,c0041,e00017,NN,67.45,2023/02/17,2023/10/04,m0043,588
S210103,c0050,e00016,NB,68.01,2021/11/25,2021/12/08,m0015,280
S230378,c0056,e00013,SVM,62.62,2023/04/21,2023/06/06,m0027,684
S220673,c0020,e00020,RF,76.47,2022/09/19,2022/12/20,m0039,226
S210551,c0002,e00013,logR,73.03,2021/05/25,2021/08/15,m0082,213
S230875,c0014,e00014,NN,72.6,2023/01/13,2023/07/28,m0058,698
S230642,c0070,e00004,NN,64.57,2023/07/07,2023/10/09,m0050,532
S210013,c0045,e00001,NN,56.79,2021/09/21,2021/10/21,m0065,249
S230136,c0023,e00015,NN,73.84,2023/01/19,2023/04/25,m0058,661
S230309,c0014,e00014,NN,53.22,2023/12/22,2023/12/26,m0008,646
S210706,c0030,e00012,LR,76.51,2021/09/21,2021/12/24,m0030,259
S210223,c0068xxxxxxxx,e00016,DT,56.61,2021/07/25,2021/12/16,m0005,186
S220325,c0057,e00021,NN,64.76,2022/08/25,2022/09/14,m0023,389
S221030,c0039,e00014,NB,77.95,2022/12/23,2022/12/24,m0052,345
S230231,c0059,e00004,NN,74.4,2023/08/07,2023/08/08,m0016,579
S220493,c0019,e00011,NB,58.98,2022/10/26,2022/12/18,m0015,303
S210129,c0046,e00004,NB,53.51,2021/01/20,2021/11/21,m0040,206
S230651,c0002,e00016,NB,61.22,2023/11/02,2023/11/17,m0052,603
S230686,c0042,e00011,NN,51.41,2023/08/25,2023/11/11,m0043,560
S220192,c0016,e00016,SVM,60.89,2022/09/02,2022/09/02,m0071,234
S220970,c0052,e00010,NB,61.38,2022/03/29,2022/07/14,m0029,465
S231414,c0029,e00019,NN,50.3,2023/01/28,2023/03/17,m0081,573
S220686,c0014,e00014,NN,62.32,2022/07/12,2022/09/10,m0008,260
S210701,c0043,e00010,NN,70.27,2021/07/26,2021/12/20,m0002,228
S220556,c0037,e00004,DT,77.77,2022/09/11,2022/11/30,m0054,450
S230652,c0022,e00017,NB,55.62,2023/08/22,2023/10/27,m0040,546
S230362,c0016,e00016,SVM,71.49,2023/10/16,2023/11/11,m0063,508
S231333,c0030,e00009,RF,66.61,2023/06/07,2023/10/10,m0070,519
S210243,c0016,e00016,SVM,60.43,2021/05/06,2021/10/29,m0056,156
S220424,c0011,e00010,kNN,77.08,2022/10/26,2022/12/08,m0042,298
S210737,c0048,e00016,NN,53.31,2021/08/22,2021/09/25,m0073,216
S230785,c0054,e00005,LR,70,2023/04/26,2023/06/21,m0075,519
S210484,c0001,e00002,NN,50.82,2021/11/10,2021/11/18,m0081,140
S210158,c0025,e00011,DT,55.9,2021/01/10,2021/11/05,m0011,133
S210456,c0065,e00006,logR,67.21,2021/08/04,2021/09/05,m0074,168
S220383,c0014,e00014,NN,68.74,2022/10/18,2022/11/20,m0058,411
S230198,c0017,e00013,NN,65.99,2023/07/25,2023/10/03,m0073,566
S210760,c0013,e00001,SVM,73.59,2021/06/27,2021/07/17,m0041,219
S220131,c0067,e00021,SVM,55.52,2022/08/23,2022/11/19,m0041,436
S220333,c0028,e00011,LR,59.06,2022/04/07,2022/08/13,m0030,470
S220514,c0016,e00016,SVM,68.66,2022/07/24,2022/10/02,m0079,209
S230492,c0014,e00014,NN,69.37,2023/10/22,2023/12/27,m0043,423
S210268,c0016,e00016,SVM,63.03,2021/08/01,2021/08/12,m0021,200
S220978,c0038,e00020,NN,52.25,2022/08/06,2022/10/05,m0035,395
S210030,c0015,e00019,NN,61.33,2021/02/24,2021/07/06,m0002,213
S231436,c0053,e00004,kNN,61.6,2023/08/06,2023/11/10,m0042,459
S210876,c0020,e00020,RF,74.75,2021/11/20,2021/12/14,m0032,268
S230850,c0005,e00005,NN,77.97,2023/12/19,2023/12/30,m0035,685
S210445,c0020,e00020,RF,77.91,2021/12/11,2021/12/27,m0006,112
S220579,c0058,e00001,NN,55.61,2022/09/14,2022/10/31,m0081,408
S220676,c0014,e00014,NN,51.45,2022/02/14,2022/10/18,m0081,415
S230054,c0060,e00022,DT,52.61,2023/02/07,2023/05/09,m0011,578
S220817,c0014,e00019,SVM,73.06,2022/09/12,2022/11/21,m0079,282
S231341,c0034,e00016,NN,52.01,2023/04/23,2023/05/30,m0073,623
S220070,c0022,e00007,LR,61.55,2022/04/11,2022/05/15,m0053,371
S220549,c0040,e00007,kNN,71.42,2022/05/10,2022/09/06,m0049,370
S231142,c0014,e00014,NN,70.02,2023/11/27,2023/12/21,m0043,559
S220515,c0069,e00002,RF,58.39,2022/06/09,2022/12/07,m0020,317
S230262,c0004,e00009,DT,56.24,2023/06/19,2023/07/06,m0069,606
S220705,c0014,e00014,NN,74.9,2022/01/01,2022/06/05,m0081,236
S210725,c0015,e00016,RF,70.94,2021/05/01,2021/05/03,m0006,231
S210383,c0060,e00004,NB,71.96,2021/08/20,2021/08/26,m0067,150
S230729,c0058,e00005,RF,60.41,2023/06/29,2023/08/11,m0001,665
S220857,c0031,e00004,NN,70.25,2022/07/11,2022/09/06,m0058,455
S230402,c0018,e00007,LR,66.7,2023/12/27,2023/12/30,m0045,685
S210738,c0065,e00005,kNN,66.45,2021/06/10,2021/08/04,m0019,289
S210369,c0007,e00014,NB,55.85,2021/07/17,2021/11/26,m0029,292
S210707,c0045,e00009,NB,52.55,2021/12/20,2021/12/31,m0067,235
S230238,c0020,e00020,RF,64.48,2023/07/17,2023/08/07,m0077,480
S231022,c0072,e00020,NB,50.12,2023/06/26,2023/10/27,m0078,423
S220799,c0019,e00003,kNN,51.81,2022/07/03,2022/10/17,m0034,332
S220777,c0014,e00014,NN,50.4,2022/11/24,2022/11/27,m0073,252
S210757,c0058,e00005,SVM,75.65,2021/02/11,2021/04/21,m0033,151
S220011,c0022,e00015,kNN,77.67,2022/11/25,2022/12/26,m0004,227
S231231,c0031,e00004,NN,75.33,2023/05/23,2023/12/01,m0023,684
S220855,c0007,e00013,DT,52.64,2022/11/26,2022/11/26,m0005,489
S220106,c0064,e00019,SVM,68.63,2022/05/22,2022/10/27,m0027,385
S210420,c0007,e00009,RF,76.12,2021/04/23,2021/08/23,m0077,205
S230829,c0023,e00009,NB,51.38,2023/01/13,2023/10/04,m0067,688
S220410,c0014,e00014,NN,76.88,2022/10/03,2022/12/31,m0043,390
S210622,c0012,e00020,DT,59.69,2021/08/26,2021/12/21,m0046,119
S210787,c0024,e00002,logR,54.74,2021/03/03,2021/04/11,m0082,183
S220652,c0007,e00009,LR,76.62,2022/04/20,2022/05/23,m0060,283
S230980,c0057,e00017,NN,59.53,2023/02/28,2023/10/13,m0008,403
S220974,c0045,e00009,NN,69.66,2022/02/01,2022/11/20,m0050,235
S230179,c0006,e00011,DT,70.55,2023/04/26,2023/09/13,m0026,535
S230807,c0020,e00015,NB,67.13,2023/11/15,2023/12/12,m0015,532
S220766,c0036,e00022,DT,72.21,2022/08/05,2022/08/13,m0069,386
S230160,c0060,e00013,NN,53.02,2023/01/22,2023/06/10,m0002,630
S210232,c0064,e00022,DT,51.27,2021/02/08,2021/04/09,m0005,214
S230242,c0014,e00014,NN,69.52,2023/04/08,2023/09/10,m0016,402
S220288,c0027,e00018,NN,76.74,2022/07/06,2022/08/28,m0002,346
S220619,c0004,e00018,logR,61.86,2022/02/23,2022/11/14,m0014,358
S210556,c0019,e00010,NB,76.91,2021/12/25,2021/12/27,m0015,200
S231289,c0006,e00013,LR,59.99,2023/10/17,2023/12/13,m0053,436
S210308,c0007,e00006,RF,70.58,2021/08/16,2021/10/04,m0001,156
S220672,c0054,e00004,DT,64.65,2022/09/21,2022/10/11,m0011,457
S230526,c0039,e00017,kNN,58.39,2023/11/24,2023/11/30,m0057,512
S231309,c0057,e00018,NN,64.14,2023/09/22,2023/10/15,m0016,538
S230812,c0014,e00014,NN,56.75,2023/08/27,2023/11/30,m0073,481
S230490,c0044,e00011,NN,54.1,2023/01/01,2023/09/08,m0023,583
S220384,c0034,e00011,logR,76.97,2022/02/24,2022/07/05,m0007,418
S210601,c0071,e00012,NB,53.75,2021/12/16,2021/12/25,m0040,174
S210302,c0002,e00012,kNN,52.13,2021/01/04,2021/07/13,m0024,264
S231352,c0020,e00020,RF,65.11,2023/10/01,2023/12/18,m0039,403
S231250,c0061,e00010,logR,71.36,2023/07/27,2023/10/18,m0059,640
S230345,c0042,e00017,NN,75.92,2023/11/18,2023/11/27,m0043,564
S220323,c0025,e00016,RF,64.43,2022/12/04,2022/12/25,m0070,365
S210332,c0071,e00015,SVM,58.14,2021/12/06,2021/12/25,m0033,142
S231438,c0011,e00004,NN,71.23,2023/10/31,2023/12/21,m0002,419
S220601,c0007,e00010,kNN,76.07,2022/05/29,2022/09/06,m0019,477
S231391,c0017,e00004,DT,66.71,2023/11/24,2023/12/01,m0005,433
S230195,c0035,e00019,NN,57.81,2023/07/03,2023/08/27,m0050,658
S230294,c0018,e00003,logR,66.54,2023/11/12,2023/11/29,m0044,424
S210275,c0042,e00016,kNN,61.16,2021/09/01,2021/09/29,m0019,241
S210548,c0031,e00006,logR,73.35,2021/05/18,2021/11/25,m0082,286
S220060,c0064,e00002,SVM,58.73,2022/03/12,2022/06/09,m0071,425
S220108,c0014,e00014,NN,76.08,2022/07/27,2022/10/17,m0081,364
S210776,c0047,e00010,SVM,58.29,2021/03/30,2021/05/12,m0079,183
S230553,c0005,e00002,logR,74.42,2023/11/04,2023/11/05,m0044,627
S210479,c0015,e00019,kNN,69.45,2021/01/31,2021/10/14,m0024,255
S221091,c0046,e00003,NB,58.38,2022/12/23,2022/12/31,m0067,392
S220221,c0014,e00014,NN,58.19,2022/09/07,2022/11/15,m0065,263
S220250,c0017,e00012,NN,54.03,2022/06/04,2022/10/05,m0081,234
S230910,c0014,e00014,NN,50.07,2023/02/16,2023/02/25,m0050,575
S230163,c0072,e00011,kNN,63.72,2023/07/20,2023/11/17,m0019,474
S220436,c0051,e00006,RF,65.76,2022/05/11,2022/05/31,m0070,349
S210603,c0015,e00001,NB,73.21,2021/03/23,2021/06/09,m0052,180
S230126,c0042,e00002,NN,61.4,2023/10/06,2023/11/28,m0050,623
S231304,c0071,e00017,SVM,55.51,2023/03/27,2023/10/02,m0041,425
S210643,c0028,e00008,SVM,60.49,2021/05/30,2021/07/07,m0012,139
S230577,c0020,e00017,NN,56.07,2023/08/19,2023/11/20,m0043,408
S230758,c0056,e00019,DT,65.17,2023/07/26,2023/12/01,m0031,474
S220214,c0021,e00013,NB,70.7,2022/09/16,2022/10/26,m0040,229
S210093,c0010,e00002,kNN,60.93,2021/09/20,2021/12/16,m0072,132
S210136,c0025,e00014,logR,68.98,2021/04/12,2021/08/04,m0044,297
S230360,c0045,e00017,LR,69.89,2023/03/18,2023/03/27,m0017,501
S231159,c0062,e00007,DT,54.18,2023/08/18,2023/11/30,m0018,568
S221003,c0054,e00009,RF,59.81,2022/11/03,2022/12/09,m0013,438
S230570,c0009,e00020,NB,64.16,2023/06/29,2023/08/07,m0067,466
S230768,c0014,e00014,NN,74.12,2023/08/27,2023/10/31,m0002,512
S220076,c0016,e00016,SVM,77.53,2022/04/20,2022/05/18,m0033,453
S231258,c0072,e00016,NN,52.55,2023/06/28,2023/07/15,m0008,685
S220852,c0060,e00019,NN,72.04,2022/04/13,2022/09/12,m0050,467
S220054,c0056,e00013,NN,69.61,2022/09/16,2022/11/20,m0058,237
S230737,c0027,e00017,NN,57.97,2023/08/03,2023/09/23,m0002,463
S230208,c0031,e00015,NN,64.79,2023/12/25,2023/12/27,m0008,455
S220421,c0037,e00016,LR,65.5,2022/11/24,2022/12/14,m0053,219
S220747,c0010,e00007,NB,72.8,2022/10/22,2022/11/15,m0040,478
S220800,c0043,e00010,SVM,54.74,2022/08/07,2022/10/06,m0063,337
S231195,c0001,e00020,LR,64.23,2023/09/05,2023/10/12,m0053,668
S220300,c0014,e00014,NN,77.24,2022/04/20,2022/07/11,m0043,352
S231347,c0008,e00013,kNN,57.32,2023/04/28,2023/07/20,m0042,448
S210680,c0016,e00016,SVM,75.32,2021/02/03,2021/08/09,m0079,266
S230945,c0046,e00015,NN,62.69,2023/08/22,2023/11/16,m0016,480
S220830,c0062,e00012,logR,52.27,2022/11/06,2022/12/09,m0028,419
S220160,c0009,e00003,LR,66.11,2022/04/19,2022/06/24,m0053,295
S231204,c0014,e00014,NN,51.42,2023/12/11,2023/12/23,m0081,439
S231174,c0066,e00007,kNN,60.26,2023/08/10,2023/10/31,m0049,420
S230014,c0055,e00019,DT,74.71,2023/07/02,2023/10/15,m0031,411
S220474,c0065,e00015,kNN,77.67,2022/02/11,2022/12/16,m0049,398
S221062,c0062,e00016,kNN,64.2,2022/05/12,2022/06/07,m0064,332
S220083,c0014,e00014,NN,59.61,2022/01/01,2022/03/24,m0058,362
S230996,c0033,e00021,NN,51.15,2023/02/26,2023/05/26,m0073,444
S230543,c0064,e00017,NN,65.38,2023/06/18,2023/09/05,m0050,424
S221078,c0028,e00008,NN,50.18,2022/12/13,2022/12/25,m0023,492
S221024,c0014,e00014,NN,51.81,2022/10/26,2022/11/30,m0043,209
S230747,c0019,e00011,LR,54.96,2023/06/29,2023/09/28,m0045,446
S210299,c0014,e00014,NN,69.85,2021/01/15,2021/03/10,m0050,250
S230474,c0014,e00014,NN,64.98,2023/12/29,2023/12/31,m0035,623
S220638,c0007,e00016,DT,62.99,2022/03/09,2022/04/24,m0069,399
S220162,c0014,e00014,NN,50.17,2022/12/05,2022/12/25,m0081,207
S231350,c0014,e00014,NN,50.26,2023/11/13,2023/12/12,m0073,419
S231219,c0010,e00004,NN,73.68,2023/10/06,2023/10/10,m0023,593
S230532,c0001,e00014,logR,71.02,2023/03/11,2023/07/18,m0059,462
S230899,c0025,e00020,LR,70.99,2023/12/10,2023/12/10,m0068,404
S230035,c0010,e00011,NN,71.84,2023/10/22,2023/12/31,m0081,606
S210149,c0016,e00016,SVM,55.99,2021/07/20,2021/11/30,m0012,255
S210717,c0067,e00020,LR,62.24,2021/08/09,2021/08/19,m0030,269
S220726,c0053,e00018,SVM,76.46,2022/04/19,2022/06/19,m0041,375
S230873,c0014,e00014,NN,57.99,2023/02/10,2023/04/11,m0073,663
S221108,c0008,e00021,logR,70.43,2022/02/24,2022/03/23,m0059,442
S231316,c0014,e00014,NN,55.27,2023/08/14,2023/10/06,m0008,648
S210648,c0006,e00021,RF,73.14,2021/12/25,2021/12/29,m0077,183
S231330,c0014,e00014,NN,74.94,2023/05/28,2023/12/04,m0043,641
S220059,c0025,e00007,NB,74.63,2022/08/18,2022/09/22,m0078,453
S220751,c0065,e00022,NN,71.39,2022/02/09,2022/07/16,m0035,439
S220406,c0011,e00011,DT,77.49,2022/01/06,2022/07/29,m0054,289
S220943,c0063,e00004,logR,77.86,2022/10/24,2022/12/01,m0028,283
S210592,c0028,e00018,DT,76.39,2021/12/05,2021/12/24,m0011,191
S210599,c0067,e00001,LR,60.02,2021/04/26,2021/08/24,m0053,271
S230927,c0052,e00011,RF,57.25,2023/08/13,2023/09/17,m0062,645
S220216,c0014,e00014,NN,61.14,2022/08/08,2022/08/19,m0023,213
S230487,c0020,e00020,RF,61.19,2023/03/04,2023/07/15,m0077,505
S230235,c0029,e00007,NN,63.1,2023/02/28,2023/05/10,m0002,404
S220228,c0043,e00007,logR,61.5,2022/06/01,2022/10/18,m0022,214
S210327,c0016,e00016,SVM,69.74,2021/05/11,2021/10/03,m0056,245
S230125,c0014,e00014,NN,58.43,2023/08/29,2023/12/12,m0058,440
S230655,c0016,e00016,SVM,66.59,2023/12/04,2023/12/23,m0048,413
S210206,c0025,e00001,SVM,57.87,2021/06/16,2021/12/24,m0048,127
S230396,c0027,e00012,NB,64.26,2023/01/30,2023/04/27,m0029,482
S210120,c0053,e00002,NN,68.74,2021/12/09,2021/12/09,m0073,292
S230922,c0023,e00004,NN,53.96,2023/03/30,2023/12/21,m0081,417
S230158,c0068,e00010,NB,61.46,2023/02/03,2023/11/12,m0029,650
S210374,c0039,e00012,kNN,61.64,2021/11/01,2021/12/29,m0064,132
S220980,c0027,e00015,logR,58.62,2022/08/23,2022/11/21,m0028,381
S230824,c0032,e00021,NN,56.41,2023/04/19,2023/05/16,m0035,436
S230143,c0013,e00018,NN,52.24,2023/05/30,2023/06/15,m0065,595
S210855,c0045,e00013,DT,58.18,2021/08/15,2021/10/16,m0076,232
S230571,c0057,e00012,RF,60.69,2023/10/13,2023/11/18,m0006,515
S210633,c0061,e00004,logR,61.83,2021/07/04,2021/09/01,m0051,256
S210476,c0019,e00017,LR,75.91,2021/04/03,2021/11/08,m0017,211
S230161,c0023,e00018,DT,63.46,2023/03/06,2023/12/29,m0038,652
S210437,c0031,e00010,logR,74.43,2021/06/22,2021/08/23,m0074,235
S220445,c0001,e00012,NN,55.06,2022/11/06,2022/11/07,m0073,242
S230770,c0039,e00011,NN,58.87,2023/05/06,2023/09/19,m0065,505
S231166,c0006,e00012,NN,63.23,2023/08/08,2023/12/25,m0073,470
S230966,c0039,e00011,NN,51.71,2023/11/15,2023/11/22,m0073,484
S210517,c0031,e00016,logR,62.04,2021/09/05,2021/10/04,m0028,204
S210353,c0041,e00006,kNN,54.46,2021/10/03,2021/12/17,m0024,165
S230513,c0014,e00014,NN,72.36,2023/01/07,2023/07/20,m0081,491
S231087,c0014,e00003,NN,71.98,2023/02/25,2023/12/14,m0065,406
S230813,c0014,e00014,NN,67.81,2023/05/04,2023/12/02,m0002,524
S230676,c0039,e00002,SVM,51.47,2023/08/18,2023/08/21,m0079,542
S220608,c0059,e00012,kNN,70.31,2022/09/01,2022/09/16,m0072,447
S220645,c0010,e00001,LR,60.6,2022/12/11,2022/12/21,m0037,231
S231294,c0040,e00018,NN,64.07,2023/09/19,2023/10/17,m0058,402
S210212,c0045,e00005,NB,57.87,2021/03/16,2021/03/30,m0029,248
S220380,c0014,e00014,NN,56.96,2022/08/28,2022/12/08,m0002,338
S210352,c0031,e00016,NB,61.84,2021/01/22,2021/07/29,m0067,277
S231276,c0067,e00015,NN,55.4,2023/09/10,2023/10/05,m0016,608
S230004,c0072,e00011,LR,77.26,2023/02/21,2023/10/15,m0060,611
S231216,c0026,e00003,logR,52.25,2023/06/22,2023/06/22,m0051,613
S220437,c0014,e00014,NN,57.27,2022/04/25,2022/08/30,m0050,368
S220519,c0020,e00020,RF,54.47,2022/04/26,2022/12/22,m0070,457
S210357,c0016,e00016,SVM,51.58,2021/12/02,2021/12/05,m0056,173
S230595,c0060,e00001,SVM,68.07,2023/08/23,2023/12/16,m0027,421
S210237,c0030,e00013,DT,69.52,2021/07/17,2021/09/29,m0038,105
S230102,c0014,e00014,NN,64.09,2023/09/04,2023/12/26,m0073,558
S210163,c0049,e00016,NB,67.33,2021/09/02,2021/09/13,m0067,276
S221061,c0059,e00014,NN,75.18,2022/06/26,2022/12/20,m0065,410
S230289,c0063,e00011,NN,61.59,2023/01/25,2023/12/28,m0065,403
S230494,c0003,e00019,NN,58.55,2023/02/01,2023/10/14,m0035,616
S231153,c0038,e00001,DT,73.84,2023/11/29,2023/12/01,m0038,598
S220951,c0014,e00014,NN,60.18,2022/05/11,2022/10/12,m0008,417
S220552,c0024,e00017,NN,53.14,2022/12/16,2022/12/20,m0008,270
S210549,c0005,e00022,kNN,58.08,2021/05/19,2021/06/26,m0004,252
S220669,c0019,e00020,NN,59.48,2022/02/16,2022/05/29,m0058,421
S220284,c0014,e00014,NN,53.4,2022/09/18,2022/11/22,m0023,229
S230025,c0014,e00014,NN,70.4,2023/08/07,2023/11/22,m0065,596
S210743,c0065,e00010,DT,60.82,2021/01/10,2021/02/21,m0076,193
S220039,c0036,e00004,LR,56.58,2022/01/22,2022/07/06,m0053,206
S230069,c0060,e00009,NN,55.88,2023/12/08,2023/12/20,m0035,514
S220022,c0009,e00006,NB,70.81,2022/08/04,2022/09/07,m0015,390
S210290,c0035,e00016,logR,50.69,2021/02/28,2021/07/06,m0051,224
S210122,c0005,e00007,RF,60.56,2021/06/14,2021/11/04,m0013,133
S220695,c0062,e00021,kNN,71.24,2022/11/27,2022/12/14,m0019,356
S210723,c0053,e00001,DT,68.33,2021/04/25,2021/10/03,m0026,114
S220176,c0036,e00006,NN,53.85,2022/03/27,2022/10/03,m0081,323
S210306,c0024,e00015,SVM,53.9,2021/03/07,2021/08/30,m0079,218
S210394,c0072,e00009,NB,75.15,2021/03/24,2021/10/20,m0052,230
S210095,c0030,e00011,logR,50.68,2021/05/23,2021/08/15,m0007,213
S210080,c0059,e00019,logR,60.02,2021/03/27,2021/12/26,m0036,128
S220309,c0050,e00004,DT,54.75,2022/08/22,2022/09/15,m0031,293
S210005,c0021,e00014,RF,52.02,2021/05/20,2021/08/04,m0047,237
S210881,c0051,e00020,LR,76.69,2021/01/26,2021/09/06,m0030,115
S210473,c0010,e00007,DT,62.98,2021/04/20,2021/07/29,m0061,187
S210366,c0005,e00017,logR,71.89,2021/04/07,2021/07/06,m0022,283
S220037,c0062,e00017,LR,66.78,2022/04/04,2022/06/10,m0037,204
S220332,c0059,e00015,NN,50.82,2022/05/10,2022/07/05,m0073,400
S230367,c0014,e00014,NN,65.8,2023/12/31,2023/12/31,m0050,693
S230847,c0014,e00002,NN,68.18,2023/01/02,2023/07/11,m0016,404
S210443,c0054,e00001,RF,50.3,2021/06/24,2021/08/01,m0025,248
S220985,c0040,e00014,SVM,57.11,2022/07/15,2022/12/12,m0071,410
S230687,c0038,e00002,NN,77.89,2023/07/08,2023/12/07,m0073,562
S230589,c0049,e00011,NN,54.48,2023/05/30,2023/07/05,m0002,467
S210496,c0071,e00011,kNN,51.5,2021/04/01,2021/04/29,m0080,254
S220400,c0002,e00011,RF,53,2022/08/12,2022/12/26,m0070,416
S210201,c0010,e00005,kNN,70.18,2021/12/13,2021/12/20,m0057,127
S230420,c0041,e00014,NN,71.32,2023/07/06,2023/11/15,m0023,431
S210569,c0012,e00012,logR,72.95,2021/06/20,2021/10/16,m0074,168
S220588,c0046,e00012,NN,53.22,2022/06/06,2022/11/06,m0002,210
S220691,c0040,e00007,kNN,77.47,2022/01/08,2022/11/01,m0057,336
S231377,c0016,e00014,NN,66.17,2023/07/26,2023/10/23,m0073,535
S210411,c0047,e00009,SVM,57.55,2021/01/24,2021/09/28,m0041,186
S230866,c0043,e00006,NN,60.94,2023/12/07,2023/12/23,m0016,672
S220612,c0056,e00012,DT,61.2,2022/04/16,2022/04/19,m0018,479
S230520,c0014,e00014,NN,59.23,2023/05/03,2023/11/19,m0043,433
S230389,c0042,e00003,NN,52.87,2023/09/10,2023/10/16,m0035,661
S220707,c0014,e00014,NN,60.77,2022/07/26,2022/09/13,m0008,415
S220656,c0059,e00018,NN,53.75,2022/09/02,2022/12/18,m0073,228
S230854,c0037,e00005,logR,52.99,2023/09/25,2023/10/28,m0044,625
S230964,c0049,e00001,NN,58.37,2023/04/22,2023/05/25,m0035,437
S230270,c0071,e00011,kNN,55.9,2023/02/16,2023/12/30,m0064,407
S231072,c0040,e00005,NN,54.12,2023/08/31,2023/12/02,m0008,643
S210168,c0059,e00014,LR,59.73,2021/11/13,2021/12/13,m0009,103
S220662,c0064,e00018,NN,54.43,2022/03/23,2022/06/18,m0073,205
S230488,c0015,e00009,NB,61.29,2023/10/17,2023/12/09,m0052,570
S220741,c0062,e00006,RF,55.98,2022/08/15,2022/11/20,m0006,247
S230197,c0035,e00009,kNN,68.39,2023/04/06,2023/09/15,m0019,476
S221111,c0001,e00008,NN,64.3,2022/06/25,2022/11/25,m0043,369
S220820,c0027,e00012,LR,65.82,2022/05/26,2022/12/30,m0068,289
S230950,c0002,e00003,NN,52.16,2023/09/15,2023/11/03,m0002,656
S220438,c0062,e00015,logR,54.52,2022/11/12,2022/12/07,m0036,203
S220527,c0014,e00014,NN,52.29,2022/08/24,2022/12/28,m0043,265
S230659,c0013,e00003,LR,56.04,2023/07/23,2023/09/16,m0030,557
S220135,c0039,e00009,NB,73.6,2022/12/08,2022/12/28,m0067,213
S210068,c0040,e00008,NB,51.27,2021/08/27,2021/12/23,m0040,142
S210733,c0009,e00001,RF,55.45,2021/01/09,2021/03/01,m0062,128
S231081,c0054,e00005,LR,52.99,2023/10/02,2023/12/20,m0075,418
S230077,c0014,e00014,NN,75.23,2023/11/09,2023/12/06,m0008,565
S231079,c0054,e00022,logR,76.99,2023/04/29,2023/12/21,m0051,520
S210669,c0032,e00015,kNN,58.5,2021/06/03,2021/07/26,m0034,228
S220101,c0059,e00011,kNN,59.14,2022/10/14,2022/11/28,m0057,300
S220861,c0032,e00018,NN,59.61,2022/12/03,2022/12/12,m0002,487
S210659,c0016,e00004,kNN,63.03,2021/01/23,2021/10/05,m0072,270
S230584,c0051,e00002,NN,52.55,2023/09/23,2023/12/25,m0073,461
S231313,c0054,e00020,NN,56.08,2023/03/21,2023/05/19,m0050,572
S230087,c0048,e00005,NN,74.84,2023/08/13,2023/09/07,m0016,660
S231423,c0049,e00019,SVM,70.35,2023/11/30,2023/12/01,m0071,432
S221009,c0054,e00002,NB,51.29,2022/11/13,2022/12/17,m0052,244
S210398,c0048,e00017,RF,59.98,2021/07/17,2021/09/26,m0006,161
S230783,c0026,e00003,DT,63.72,2023/04/19,2023/12/14,m0061,546
S210698,c0023,e00015,LR,67.91,2021/02/16,2021/12/31,m0053,262
S220049,c0023,e00002,logR,52.81,2022/12/06,2022/12/31,m0007,212
S230418,c0011,e00015,NN,56.83,2023/10/31,2023/11/19,m0035,553
S210144,c0016,e00016,SVM,73.32,2021/04/21,2021/09/03,m0033,142
S220328,c0039,e00016,SVM,71.87,2022/01/16,2022/09/06,m0048,257
S230904,c0064,e00015,NN,62,2023/10/10,2023/12/30,m0043,579
S230002,c0060,e00017,NN,54.13,2023/06/27,2023/09/19,m0043,502
S231001,c0033,e00006,NB,59.67,2023/06/19,2023/08/13,m0078,536
S220366,c0015,e00019,kNN,64.42,2022/10/15,2022/10/23,m0024,208
S231440,c0008,e00007,NB,62.45,2023/12/24,2023/12/26,m0067,431
S220280,c0015,e00018,NN,57.51,2022/05/28,2022/11/11,m0081,289
S221048,c0065,e00019,SVM,54.49,2022/01/15,2022/06/28,m0027,360
S210678,c0002,e00010,NB,63.36,2021/05/08,2021/11/12,m0015,126
S230791,c0042,e00016,RF,65.82,2023/07/05,2023/10/06,m0062,511
S220168,c0039,e00009,DT,54.96,2022/12/10,2022/12/20,m0026,229
S231177,c0014,e00014,NN,69.68,2023/08/24,2023/09/24,m0002,407
S230511,c0068,e00019,NN,77.12,2023/11/25,2023/12/08,m0050,613
S231129,c0008,e00021,NN,52.33,2023/12/12,2023/12/23,m0002,489
S220043,c0029,e00015,NN,56.92,2022/04/07,2022/09/27,m0023,247
S231202,c0033,e00012,DT,71.54,2023/07/14,2023/09/20,m0076,635
S220907,c0068,e00020,logR,52.56,2022/08/17,2022/12/28,m0022,378
S220173,c0017,e00009,DT,76.06,2022/12/05,2022/12/17,m0038,420
S210124,c0016,e00016,SVM,76.96,2021/04/20,2021/09/11,m0079,267
S220002,c0043,e00001,DT,77.41,2022/09/28,2022/12/27,m0038,296
